id_contrato,id_alma,fecha_firma,valor_en_almas,clausulas,cumplido,demonio_firmante
4059,5508,1986-05-04,932.0,Cláusula 66A,N,184
4060,2657,1931-04-23,845.0,Renovación automática,S,173
4061,4512,1983-06-16,721.0,Cesión de alma secundaria,S,455
4062,3333,1939-12-10,581.0,Cesión de alma secundaria,N,54
4063,8050,3000-13-40,489.0,Cláusula 66A,S,425
4064,3563,1968-05-12,58.0,Anexo 13,S,51
4065,3705,1952-03-31,824.0,Anexo 13,N,168
4066,8627,2016-03-13,130.0,Cesión de alma secundaria,S,71
4067,9152,1985-12-05,546.0,Cesión de alma secundaria,N,282
4068,88,1943-08-25,955.0,Contrato eterno,S,273
4069,9675,2010-08-07,406.0,Anexo 13,S,53
4070,6331,3000-13-40,17.0,Contrato eterno,N,431
4071,7522,1968-09-17,969.0,Anexo 13,N,456
4072,6269,2001-12-15,616.0,Contrato eterno,N,376
4073,2524,1969-09-10,36.0,Contrato eterno,N,229
4074,1773,1970-08-07,615.0,Cláusula 66A,S,63
4075,5481,1983-03-18,617.0,Renovación automática,N,307
4076,5640,1932-10-03,,Cesión de alma secundaria,N,225
4077,2212,1928-08-13,381.0,Contrato eterno,S,268
4078,4912,1940-01-22,867.0,Contrato eterno,N,474
4079,8782,1975-05-25,680.0,Cláusula 66A,S,434
4080,7974,1974-12-07,299.0,Renovación automática,N,294
4081,4436,2006-05-08,79.0,Cláusula 66A,N,166
4082,9923,3000-13-40,467.0,Cláusula 66A,N,63
4083,259,1963-12-05,428.0,Contrato eterno,N,393
4084,6729,1932-05-26,121.0,Cesión de alma secundaria,N,127
4085,2254,1933-05-09,181.0,Cláusula 66A,S,152
4086,4964,1944-08-13,613.0,Contrato eterno,S,28
4087,3520,2009-08-13,,Cláusula 66A,N,468
4088,9637,1960-10-25,73.0,Cesión de alma secundaria,S,147
4089,3850,2017-12-15,90.0,Renovación automática,S,302
4090,2514,1933-06-12,746.0,Renovación automática,N,225
4091,1265,1935-10-16,373.0,Renovación automática,S,18
4092,5149,1969-12-01,431.0,Cesión de alma secundaria,S,182
4093,8012,1931-09-25,269.0,Cesión de alma secundaria,N,495
4094,9332,1959-10-11,493.0,Renovación automática,N,272
4095,716,1994-05-16,215.0,Contrato eterno,N,123
4096,8934,1995-12-29,478.0,Renovación automática,S,48
4097,3913,1938-04-09,237.0,Cesión de alma secundaria,N,225
4098,4468,1971-01-20,942.0,Cláusula 66A,S,450
4099,3017,1927-02-26,205.0,Renovación automática,N,219
4100,2287,1995-01-18,537.0,Anexo 13,N,259
4101,5512,1962-10-25,271.0,Cláusula 66A,S,226
4102,8349,1989-12-07,758.0,Renovación automática,S,227
4103,5114,2021-05-24,305.0,Contrato eterno,N,432
4104,4528,1928-06-08,163.0,Contrato eterno,N,411
4105,8547,3000-13-40,353.0,Renovación automática,N,98
4106,3801,2002-11-19,908.0,Cesión de alma secundaria,N,345
4107,6401,1976-05-16,293.0,Anexo 13,N,218
4108,8752,2012-03-30,320.0,Contrato eterno,S,56
4109,5285,1930-12-13,470.0,Anexo 13,N,494
4110,6141,2010-10-30,311.0,Contrato eterno,N,213
4111,7735,2020-06-10,979.0,Cesión de alma secundaria,N,221
4112,3726,1934-11-11,52.0,Contrato eterno,S,43
4113,9185,1946-12-27,424.0,Contrato eterno,S,203
4114,8770,1998-09-02,858.0,Cesión de alma secundaria,S,371
4115,7681,2005-04-12,764.0,Cláusula 66A,N,339
4116,521,1984-12-24,374.0,Cláusula 66A,N,76
4117,2029,1999-04-29,144.0,Cláusula 66A,N,403
4118,8041,1980-06-13,892.0,Renovación automática,N,317
4119,3048,2024-05-18,642.0,Cesión de alma secundaria,S,20
4120,1811,1982-04-01,67.0,Cesión de alma secundaria,N,244
4121,5628,1996-05-17,828.0,Cláusula 66A,S,371
4122,9372,1995-07-03,807.0,Cláusula 66A,N,239
4123,3461,1979-11-15,430.0,Renovación automática,S,250
4124,6147,1991-06-27,996.0,Cláusula 66A,S,417
4125,7921,1925-11-14,856.0,Anexo 13,N,408
4126,9754,2011-01-30,847.0,Contrato eterno,S,275
4127,6441,1957-06-01,203.0,Contrato eterno,N,355
4128,6368,2002-11-27,206.0,Cesión de alma secundaria,N,53
4129,848,1985-08-22,484.0,Cesión de alma secundaria,S,51
4130,7406,1993-04-25,244.0,Contrato eterno,S,208
4131,6603,1934-12-12,58.0,Cesión de alma secundaria,N,318
4132,8747,1999-06-20,523.0,Cláusula 66A,N,387
4133,4221,1997-02-23,693.0,Renovación automática,N,337
4134,8976,1973-04-05,748.0,Contrato eterno,N,473
4135,7896,1950-09-02,687.0,Cesión de alma secundaria,S,118
4136,3898,1974-11-30,291.0,Cesión de alma secundaria,S,365
4137,9123,1929-01-24,563.0,Renovación automática,N,204
4138,6754,1986-08-18,703.0,Cláusula 66A,N,261
4139,5744,1946-06-06,134.0,Cláusula 66A,S,426
4140,3650,1987-11-19,967.0,Cesión de alma secundaria,N,158
4141,2619,2013-10-23,675.0,Renovación automática,S,375
4142,624,1927-08-04,615.0,Cláusula 66A,N,431
4143,2070,1949-02-19,36.0,Contrato eterno,N,135
4144,2019,2004-12-08,507.0,Contrato eterno,N,301
4145,2268,1956-11-21,242.0,Cláusula 66A,N,329
4146,7226,1954-05-27,993.0,Anexo 13,N,298
4147,1487,1994-04-09,782.0,Cesión de alma secundaria,S,244
4148,7651,2008-07-28,987.0,Cláusula 66A,S,356
4149,6829,1958-02-02,174.0,Renovación automática,N,283
4150,6351,1981-07-04,317.0,Contrato eterno,N,167
4151,8940,1979-04-04,860.0,Anexo 13,S,287
4152,7973,1990-05-27,903.0,Cláusula 66A,S,368
4153,6033,1957-12-22,48.0,Cesión de alma secundaria,S,12
4154,5314,1992-04-09,836.0,Contrato eterno,S,417
4155,8285,1945-12-28,347.0,Cláusula 66A,N,443
4156,814,1951-10-04,452.0,Cesión de alma secundaria,N,195
4157,3600,1959-03-08,408.0,Cláusula 66A,S,364
4158,7534,1941-07-10,206.0,Anexo 13,S,427
4159,8946,1942-08-20,912.0,Renovación automática,S,368
4160,1688,1984-02-22,126.0,Cesión de alma secundaria,N,455
4161,1461,1957-07-31,383.0,Contrato eterno,N,125
4162,1495,1964-03-20,521.0,Cláusula 66A,S,106
4163,8323,2005-10-15,378.0,Cláusula 66A,N,277
4164,2228,1979-09-30,427.0,Renovación automática,S,192
4165,987,1944-09-03,738.0,Cesión de alma secundaria,N,302
4166,8537,2008-10-29,821.0,Cesión de alma secundaria,S,471
4167,8965,1968-04-20,969.0,Renovación automática,N,223
4168,199,1984-08-13,183.0,Cláusula 66A,N,215
4169,7389,1931-05-09,580.0,Cláusula 66A,N,72
4170,9861,1948-01-23,186.0,Contrato eterno,N,44
4171,7372,1972-09-12,913.0,Renovación automática,S,366
4172,6959,1933-12-06,562.0,Renovación automática,S,110
4173,5911,1927-08-30,786.0,Cesión de alma secundaria,S,138
4174,6683,1993-03-08,869.0,Anexo 13,N,197
4175,5582,1966-06-13,756.0,Contrato eterno,N,32
4176,4789,1996-07-09,,Anexo 13,N,6
4177,901,1967-10-17,321.0,Cláusula 66A,N,284
4178,8273,1993-12-02,248.0,Cláusula 66A,S,456
4179,8167,1990-07-12,934.0,Renovación automática,S,305
4180,1789,1945-07-12,790.0,Cesión de alma secundaria,S,236
4181,2643,1997-10-07,920.0,Cláusula 66A,S,40
4182,8498,2016-08-01,209.0,Anexo 13,S,58
4183,1605,2008-08-20,504.0,Anexo 13,N,468
4184,348,1970-10-16,329.0,Anexo 13,S,328
4185,5242,1935-04-12,606.0,Cláusula 66A,N,249
4186,4776,1995-12-12,183.0,Cláusula 66A,S,173
4187,385,2012-10-06,,Cláusula 66A,N,78
4188,1272,1964-06-07,254.0,Anexo 13,N,245
4189,7720,1969-07-26,432.0,Contrato eterno,N,244
4190,3761,1946-01-31,955.0,Renovación automática,N,394
4191,9363,2000-07-01,165.0,Contrato eterno,N,391
4192,5398,1962-06-24,74.0,Cláusula 66A,S,79
4193,7644,1944-04-30,126.0,Cesión de alma secundaria,S,378
4194,3360,1926-10-29,879.0,Cesión de alma secundaria,N,463
4195,8658,2003-07-20,423.0,Cesión de alma secundaria,S,234
4196,6148,1952-06-19,132.0,Contrato eterno,N,319
4197,9785,1996-11-01,217.0,Cesión de alma secundaria,N,435
4198,5114,1946-04-29,21.0,Renovación automática,S,12
4199,1334,2018-11-05,577.0,Contrato eterno,N,422
4200,2379,1992-11-12,153.0,Cláusula 66A,S,189
4201,5461,1995-02-25,423.0,Contrato eterno,S,332
4202,2671,1985-07-28,344.0,Cláusula 66A,S,423
4203,3126,2000-11-04,291.0,Contrato eterno,S,330
4204,4225,1971-12-23,820.0,Cesión de alma secundaria,N,392
4205,5716,1990-05-31,42.0,Contrato eterno,S,29
4206,609,2017-07-11,764.0,Renovación automática,N,297
4207,6063,1968-01-21,527.0,Cesión de alma secundaria,S,433
4208,532,1981-03-30,960.0,Cesión de alma secundaria,N,140
4209,2846,1979-07-07,502.0,Cesión de alma secundaria,N,138
4210,6137,1994-08-14,167.0,Anexo 13,S,307
4211,5889,1936-05-10,602.0,Cesión de alma secundaria,S,20
4212,7428,1980-08-06,241.0,Cesión de alma secundaria,N,87
4213,6854,1948-05-10,386.0,Contrato eterno,N,468
4214,1489,1955-05-26,327.0,Contrato eterno,N,166
4215,4564,1990-07-12,623.0,Cláusula 66A,N,452
4216,844,1973-06-25,,Cesión de alma secundaria,N,18
4217,8808,2018-11-07,986.0,Contrato eterno,S,496
4218,4493,2007-09-11,936.0,Cesión de alma secundaria,N,37
4219,5273,1964-12-03,851.0,Renovación automática,S,486
4220,3511,1957-02-13,265.0,Renovación automática,N,150
4221,8787,1974-05-06,491.0,Cesión de alma secundaria,S,473
4222,8398,1978-01-07,863.0,Anexo 13,S,374
4223,3539,1981-05-26,449.0,Renovación automática,S,123
4224,8401,2007-06-28,286.0,Anexo 13,N,316
4225,9241,1937-03-02,861.0,Contrato eterno,N,177
4226,3344,1933-02-07,360.0,Cláusula 66A,S,404
4227,5259,1952-02-29,653.0,Contrato eterno,N,384
4228,4248,1995-03-08,811.0,Cláusula 66A,N,270
4229,5592,1942-11-17,153.0,Contrato eterno,N,376
4230,7029,2001-11-23,507.0,Cesión de alma secundaria,N,166
4231,428,1935-05-20,759.0,Renovación automática,S,116
4232,9506,1982-08-04,132.0,Renovación automática,N,271
4233,757,1955-03-26,37.0,Renovación automática,S,302
4234,1409,1999-02-04,110.0,Contrato eterno,S,19
4235,2524,1984-01-15,714.0,Anexo 13,N,224
4236,7421,1944-04-19,819.0,Anexo 13,S,497
4237,8618,2021-02-10,117.0,Cláusula 66A,N,370
4238,895,1970-12-14,813.0,Cesión de alma secundaria,N,42
4239,4358,1946-04-14,22.0,Contrato eterno,N,224
4240,809,1959-04-13,665.0,Renovación automática,N,473
4241,9209,1988-03-04,234.0,Cesión de alma secundaria,N,412
4242,9430,2005-07-17,267.0,Cláusula 66A,N,343
4243,7529,1950-08-17,994.0,Cláusula 66A,N,468
4244,8293,1960-06-27,537.0,Cesión de alma secundaria,N,443
4245,3354,1974-03-03,374.0,Contrato eterno,S,182
4246,532,1948-07-15,453.0,Cláusula 66A,N,51
4247,178,1986-12-23,404.0,Cláusula 66A,S,158
4248,9549,1959-01-23,180.0,Anexo 13,N,324
4249,8325,2005-07-12,126.0,Anexo 13,S,326
4250,9186,1939-08-14,692.0,Cláusula 66A,N,420
4251,9735,1982-11-25,346.0,Renovación automática,N,250
4252,7461,1998-10-06,358.0,Cesión de alma secundaria,S,210
4253,2226,1967-08-03,542.0,Contrato eterno,N,190
4254,564,2003-08-14,105.0,Cláusula 66A,S,176
4255,4682,1998-01-18,695.0,Anexo 13,N,58
4256,5170,1944-10-03,266.0,Cláusula 66A,S,42
4257,4866,1957-06-23,814.0,Cesión de alma secundaria,S,33
4258,3810,3000-13-40,766.0,Contrato eterno,S,219
4259,6512,1971-03-02,267.0,Contrato eterno,S,31
4260,2666,2024-05-28,312.0,Cesión de alma secundaria,N,173
4261,1622,1948-10-25,672.0,Contrato eterno,N,183
4262,4863,1984-09-22,124.0,Cesión de alma secundaria,S,398
4263,5760,1965-09-12,682.0,Anexo 13,N,200
4264,8920,2022-08-03,761.0,Anexo 13,N,4
4265,7371,1940-08-23,684.0,Cláusula 66A,N,424
4266,88,1965-11-01,362.0,Cesión de alma secundaria,N,490
4267,29,2024-08-03,184.0,Renovación automática,S,158
4268,6928,1979-09-13,11.0,Renovación automática,S,414
4269,4497,1938-08-16,434.0,Cláusula 66A,S,190
4270,4856,1994-12-13,948.0,Renovación automática,S,250
4271,29,2022-05-26,251.0,Anexo 13,S,221
4272,8748,1960-07-10,787.0,Renovación automática,N,106
4273,6904,3000-13-40,701.0,Cesión de alma secundaria,S,496
4274,3951,2007-03-06,884.0,Renovación automática,S,278
4275,6287,2011-08-10,881.0,Anexo 13,N,467
4276,8989,1985-08-06,906.0,Cesión de alma secundaria,N,49
4277,9515,1996-04-09,166.0,Contrato eterno,N,243
4278,7799,2003-05-08,698.0,Anexo 13,S,375
4279,7424,1968-02-07,648.0,Cláusula 66A,N,81
4280,5605,1992-05-05,514.0,Anexo 13,N,300
4281,5549,1996-03-23,724.0,Contrato eterno,S,410
4282,4200,1950-12-31,461.0,Cláusula 66A,S,416
4283,1598,1946-09-03,889.0,Cesión de alma secundaria,N,483
4284,5742,1939-03-05,234.0,Anexo 13,N,406
4285,4318,2024-08-21,589.0,Anexo 13,N,404
4286,6098,1986-02-23,713.0,Contrato eterno,N,99
4287,4839,1941-05-03,535.0,Cesión de alma secundaria,S,327
4288,2148,1995-08-06,877.0,Renovación automática,N,386
4289,227,1961-06-17,426.0,Anexo 13,S,64
4290,6130,1960-11-12,265.0,Cláusula 66A,S,109
4291,8737,1985-03-21,339.0,Contrato eterno,S,379
4292,8301,1966-09-13,821.0,Cláusula 66A,N,485
4293,6099,2014-04-13,68.0,Cesión de alma secundaria,N,312
4294,3920,1930-03-13,969.0,Cláusula 66A,N,158
4295,1387,1971-01-21,522.0,Anexo 13,N,330
4296,9669,1956-01-13,850.0,Cesión de alma secundaria,S,75
4297,7648,1926-07-22,296.0,Anexo 13,N,189
4298,1460,2007-06-11,777.0,Cesión de alma secundaria,N,277
4299,8676,1956-11-25,134.0,Renovación automática,S,47
4300,638,1977-11-27,150.0,Contrato eterno,N,122
4301,8385,1945-04-12,127.0,Anexo 13,N,282
4302,8621,2008-05-23,365.0,Contrato eterno,N,356
4303,2006,1952-02-08,718.0,Cláusula 66A,N,224
4304,2008,1938-10-14,870.0,Anexo 13,S,119
4305,3538,1975-09-24,95.0,Renovación automática,S,149
4306,430,2024-10-28,89.0,Anexo 13,N,257
4307,9801,1992-06-08,578.0,Renovación automática,S,92
4308,864,1934-09-17,10.0,Renovación automática,S,363
4309,3477,1998-03-21,707.0,Renovación automática,N,177
4310,7764,1958-08-13,643.0,Cláusula 66A,S,56
4311,7150,1967-06-17,409.0,Cláusula 66A,S,152
4312,4205,1969-12-26,523.0,Anexo 13,N,39
4313,114,1978-07-16,191.0,Cláusula 66A,S,54
4314,2858,1947-08-06,560.0,Cláusula 66A,S,480
4315,1195,1959-12-16,77.0,Renovación automática,S,98
4316,3244,1977-07-27,627.0,Contrato eterno,N,48
4317,4532,1963-09-02,942.0,Cesión de alma secundaria,N,51
4318,2429,1944-05-15,273.0,Contrato eterno,S,332
4319,9431,2005-05-31,520.0,Renovación automática,N,424
4320,826,1976-10-01,328.0,Cláusula 66A,N,49
4321,4816,1996-07-27,737.0,Contrato eterno,N,494
4322,1967,2021-12-12,216.0,Contrato eterno,N,294
4323,4910,1994-09-21,423.0,Cesión de alma secundaria,S,266
4324,5167,2021-04-21,819.0,Renovación automática,N,465
4325,3749,2004-08-07,851.0,Anexo 13,N,273
4326,7794,1980-01-29,41.0,Renovación automática,S,434
4327,4380,1976-09-05,676.0,Anexo 13,N,94
4328,1574,1976-11-09,794.0,Anexo 13,N,100
4329,6826,1986-09-22,498.0,Cesión de alma secundaria,N,314
4330,983,1990-11-13,489.0,Contrato eterno,N,450
4331,9292,1982-02-20,825.0,Cláusula 66A,N,16
4332,5737,2003-07-18,731.0,Contrato eterno,N,96
4333,6304,2018-12-28,326.0,Cláusula 66A,S,37
4334,3978,1977-04-02,823.0,Anexo 13,S,496
4335,1785,1985-01-07,241.0,Contrato eterno,S,284
4336,7988,3000-13-40,916.0,Cesión de alma secundaria,S,405
4337,1146,1943-03-06,39.0,Anexo 13,S,277
4338,3969,1987-02-22,294.0,Contrato eterno,S,27
4339,7992,1928-11-03,929.0,Cesión de alma secundaria,S,214
4340,1226,1958-06-01,632.0,Cláusula 66A,S,106
4341,784,1949-01-17,935.0,Cesión de alma secundaria,N,371
4342,9201,2013-02-17,834.0,Renovación automática,N,427
4343,7135,1941-10-07,53.0,Cesión de alma secundaria,N,150
4344,1056,1953-01-31,588.0,Cláusula 66A,N,265
4345,5017,1942-01-26,324.0,Cláusula 66A,S,96
4346,7783,2009-05-20,835.0,Contrato eterno,N,349
4347,8045,1999-06-11,873.0,Renovación automática,N,139
4348,8175,1978-05-01,41.0,Cláusula 66A,N,100
4349,1398,1989-12-14,799.0,Cesión de alma secundaria,N,322
4350,6054,1928-06-02,950.0,Cláusula 66A,S,499
4351,6132,1955-05-15,959.0,Anexo 13,S,487
4352,679,1990-09-16,556.0,Contrato eterno,S,321
4353,554,1959-06-23,,Contrato eterno,S,31
4354,4408,1967-07-10,930.0,Renovación automática,N,107
4355,5491,2009-10-12,114.0,Cesión de alma secundaria,S,52
4356,1227,1999-01-02,302.0,Contrato eterno,N,358
4357,8421,1976-01-12,975.0,Renovación automática,S,370
4358,6036,1962-02-15,14.0,Cláusula 66A,S,108
4359,7576,1998-11-08,175.0,Cesión de alma secundaria,N,477
4360,8067,2012-02-19,568.0,Contrato eterno,S,318
4361,8310,1995-04-27,173.0,Cláusula 66A,S,445
4362,1128,1941-04-05,985.0,Contrato eterno,S,260
4363,815,1980-10-01,500.0,Anexo 13,S,428
4364,220,2018-12-16,376.0,Renovación automática,N,115
4365,2233,2015-07-05,709.0,Contrato eterno,S,496
4366,5781,2013-06-10,91.0,Cesión de alma secundaria,S,344
4367,7193,1985-10-19,278.0,Cesión de alma secundaria,S,130
4368,3414,1964-06-04,311.0,Cláusula 66A,N,427
4369,278,1927-04-04,464.0,Cláusula 66A,N,2
4370,6634,1937-04-26,500.0,Cláusula 66A,S,298
4371,5407,2021-04-16,60.0,Cesión de alma secundaria,N,243
4372,695,1988-08-22,128.0,Cesión de alma secundaria,S,282
4373,5709,2016-09-25,195.0,Contrato eterno,S,170
4374,7546,1930-10-07,284.0,Renovación automática,N,47
4375,9889,1930-05-31,820.0,Cláusula 66A,S,295
4376,9044,2022-01-21,324.0,Contrato eterno,N,11
4377,1260,1946-02-13,544.0,Renovación automática,S,169
4378,1122,1960-07-10,772.0,Contrato eterno,N,421
4379,437,1973-01-28,520.0,Renovación automática,N,237
4380,1645,1984-07-22,815.0,Anexo 13,S,249
4381,9890,1966-07-17,405.0,Cesión de alma secundaria,S,378
4382,8179,1964-10-23,625.0,Contrato eterno,N,146
4383,1587,2014-07-15,645.0,Cesión de alma secundaria,S,229
4384,5113,1967-04-18,923.0,Cláusula 66A,N,203
4385,4019,3000-13-40,647.0,Renovación automática,N,187
4386,3562,1987-05-25,181.0,Renovación automática,S,303
4387,298,1992-11-08,,Cláusula 66A,N,278
4388,5016,1931-10-27,607.0,Anexo 13,N,231
4389,8409,1966-05-18,652.0,Cláusula 66A,N,494
4390,7055,2001-01-21,101.0,Cesión de alma secundaria,N,274
4391,5802,1972-02-27,662.0,Cesión de alma secundaria,S,235
4392,1495,2018-10-18,38.0,Cesión de alma secundaria,N,480
4393,4266,1948-05-24,671.0,Cesión de alma secundaria,N,366
4394,686,1944-09-11,466.0,Contrato eterno,S,253
4395,3256,1998-07-18,139.0,Renovación automática,N,383
4396,9764,1948-03-16,503.0,Renovación automática,S,132
4397,5282,1987-02-02,664.0,Cesión de alma secundaria,N,170
4398,5801,2002-07-14,987.0,Anexo 13,S,310
4399,7974,1981-05-18,875.0,Renovación automática,S,340
4400,1633,1981-02-28,,Anexo 13,N,228
4401,4970,1944-07-17,932.0,Cesión de alma secundaria,N,22
4402,8562,1973-09-26,481.0,Renovación automática,S,495
4403,7682,1958-01-29,758.0,Anexo 13,S,252
4404,1827,1997-03-17,998.0,Anexo 13,N,388
4405,8701,1941-07-12,52.0,Anexo 13,S,29
4406,534,1939-09-15,81.0,Contrato eterno,N,325
4407,7651,1993-07-26,81.0,Cesión de alma secundaria,S,286
4408,2687,1976-08-18,974.0,Cláusula 66A,N,28
4409,953,3000-13-40,839.0,Renovación automática,S,433
4410,5121,1939-06-06,108.0,Cláusula 66A,S,90
4411,4563,1948-11-03,758.0,Anexo 13,N,383
4412,5005,2009-01-03,286.0,Cláusula 66A,N,45
4413,5662,2023-06-15,717.0,Contrato eterno,N,146
4414,4684,1964-11-26,772.0,Anexo 13,N,182
4415,5837,1937-08-28,925.0,Renovación automática,S,132
4416,4475,2012-08-05,164.0,Anexo 13,N,475
4417,583,2020-08-23,192.0,Anexo 13,S,102
4418,8261,1963-09-11,829.0,Cláusula 66A,N,153
4419,1880,1973-09-13,277.0,Cláusula 66A,N,186
4420,305,1953-11-30,268.0,Cesión de alma secundaria,N,220
4421,5232,1926-06-08,138.0,Anexo 13,S,384
4422,6867,2018-04-19,930.0,Cesión de alma secundaria,S,76
4423,7973,2016-07-13,435.0,Cláusula 66A,S,2
4424,2912,1972-02-18,878.0,Contrato eterno,N,187
4425,4896,1997-06-22,73.0,Cláusula 66A,N,133
4426,3992,1965-03-27,986.0,Contrato eterno,N,488
4427,5350,1957-01-31,205.0,Renovación automática,S,242
4428,4985,2008-07-24,701.0,Cesión de alma secundaria,N,292
4429,8027,1982-03-14,834.0,Contrato eterno,S,168
4430,3137,1962-04-20,,Cesión de alma secundaria,S,455
4431,6826,1984-07-21,61.0,Anexo 13,N,391
4432,2385,1981-03-16,647.0,Cláusula 66A,N,90
4433,9946,2004-07-08,345.0,Cláusula 66A,N,202
4434,1104,1968-02-15,523.0,Contrato eterno,N,274
4435,1338,2002-01-19,576.0,Cláusula 66A,S,206
4436,2926,2023-07-07,802.0,Renovación automática,S,500
4437,3751,2022-11-16,522.0,Cláusula 66A,N,419
4438,9845,2025-03-10,246.0,Contrato eterno,N,428
4439,5255,1956-02-17,695.0,Cláusula 66A,S,449
4440,4325,1960-09-29,637.0,Cesión de alma secundaria,N,430
4441,4372,1997-01-30,702.0,Anexo 13,N,111
4442,6228,1992-03-08,445.0,Cesión de alma secundaria,N,178
4443,4419,1982-07-07,276.0,Cláusula 66A,N,282
4444,8547,1968-07-30,482.0,Anexo 13,N,55
4445,5120,1941-07-15,238.0,Anexo 13,S,276
4446,4422,1944-10-30,716.0,Renovación automática,S,10
4447,5981,1992-12-11,929.0,Contrato eterno,S,399
4448,3507,1995-02-08,628.0,Cesión de alma secundaria,S,4
4449,2846,1964-01-17,245.0,Cláusula 66A,N,395
4450,2241,1987-06-20,,Anexo 13,N,287
4451,5038,2009-07-22,,Renovación automática,S,492
4452,8925,2012-09-03,243.0,Renovación automática,N,439
4453,8308,1949-06-12,75.0,Cláusula 66A,S,134
4454,1739,1994-09-25,201.0,Anexo 13,S,469
4455,4520,1989-08-21,256.0,Anexo 13,N,275
4456,4323,2019-02-06,115.0,Cesión de alma secundaria,S,381
4457,7429,1969-01-16,741.0,Cláusula 66A,N,381
4458,6889,1960-05-29,180.0,Cesión de alma secundaria,N,407
4459,7362,2019-06-16,404.0,Cláusula 66A,S,21
4460,2107,1942-08-21,439.0,Anexo 13,N,409
4461,8492,2005-10-06,679.0,Contrato eterno,N,488
4462,8355,1965-07-26,127.0,Contrato eterno,S,317
4463,9995,1997-01-30,349.0,Contrato eterno,N,206
4464,9040,1959-07-19,274.0,Cesión de alma secundaria,S,254
4465,5311,1982-08-11,627.0,Renovación automática,S,483
4466,5624,2004-10-13,532.0,Anexo 13,N,281
4467,1265,1985-03-26,245.0,Renovación automática,N,495
4468,2730,2005-04-11,853.0,Anexo 13,N,322
4469,9446,2009-10-08,658.0,Renovación automática,N,432
4470,1919,1966-08-02,449.0,Cesión de alma secundaria,S,392
4471,4999,1963-08-11,281.0,Renovación automática,S,235
4472,2346,1994-07-28,810.0,Cláusula 66A,S,213
4473,7435,1978-02-08,856.0,Cesión de alma secundaria,S,252
4474,2681,1964-08-08,104.0,Renovación automática,N,271
4475,2793,1970-11-08,415.0,Cesión de alma secundaria,N,458
4476,449,1952-02-27,825.0,Renovación automática,S,64
4477,4722,1983-11-09,171.0,Cláusula 66A,S,183
4478,6914,1980-07-01,785.0,Cláusula 66A,S,122
4479,2575,2013-01-09,367.0,Anexo 13,N,177
4480,1760,2012-12-04,180.0,Cesión de alma secundaria,N,349
4481,4376,1975-02-07,844.0,Anexo 13,N,166
4482,5049,1945-06-25,192.0,Anexo 13,N,119
4483,8862,1964-11-19,318.0,Contrato eterno,N,499
4484,4871,1993-09-10,757.0,Contrato eterno,S,465
4485,6868,1949-10-19,839.0,Contrato eterno,N,304
4486,3414,3000-13-40,575.0,Anexo 13,N,189
4487,9099,1985-03-24,785.0,Renovación automática,N,159
4488,2820,2022-05-30,359.0,Cláusula 66A,N,354
4489,3340,2009-11-08,787.0,Contrato eterno,S,196
4490,1934,1944-02-20,686.0,Anexo 13,S,97
4491,4164,1940-05-17,899.0,Cláusula 66A,S,249
4492,6099,1970-02-25,415.0,Cesión de alma secundaria,N,190
4493,2785,1985-06-22,600.0,Cláusula 66A,S,181
4494,1175,1936-06-24,573.0,Cláusula 66A,N,353
4495,1615,1955-10-19,74.0,Contrato eterno,N,488
4496,8633,2000-06-13,35.0,Renovación automática,S,92
4497,6610,1928-11-28,15.0,Cesión de alma secundaria,S,412
4498,5491,1998-01-25,989.0,Cláusula 66A,S,109
4499,9114,1998-04-26,947.0,Anexo 13,N,267
4500,2869,1967-02-03,63.0,Contrato eterno,S,104
4501,7420,1958-11-02,494.0,Contrato eterno,N,146
4502,2271,1930-11-08,898.0,Renovación automática,S,381
4503,5915,1979-07-02,248.0,Renovación automática,N,476
4504,4132,1928-05-04,435.0,Anexo 13,S,326
4505,8282,2000-07-02,21.0,Contrato eterno,N,440
4506,4123,1937-04-30,56.0,Contrato eterno,S,238
4507,6098,2002-07-01,162.0,Cesión de alma secundaria,S,43
4508,8790,1991-05-05,880.0,Cláusula 66A,N,307
4509,8718,1976-10-27,157.0,Renovación automática,S,441
4510,4330,1983-07-25,767.0,Renovación automática,S,235
4511,9426,3000-13-40,441.0,Cláusula 66A,N,483
4512,7019,1986-12-12,950.0,Cláusula 66A,S,292
4513,317,1926-09-09,22.0,Renovación automática,S,349
4514,5909,2010-03-16,997.0,Cesión de alma secundaria,N,124
4515,1866,1948-03-21,75.0,Cláusula 66A,N,136
4516,1153,2005-06-25,188.0,Contrato eterno,N,79
4517,4395,1989-11-11,654.0,Contrato eterno,N,455
4518,2490,1970-01-25,283.0,Anexo 13,S,184
4519,2684,1955-03-30,48.0,Contrato eterno,S,84
4520,9960,2020-12-28,990.0,Renovación automática,N,49
4521,8067,1940-02-22,89.0,Renovación automática,N,286
4522,8648,1972-04-21,547.0,Cesión de alma secundaria,S,107
4523,9613,1979-04-12,371.0,Renovación automática,N,450
4524,8040,2007-09-12,190.0,Anexo 13,S,170
4525,5652,3000-13-40,618.0,Cláusula 66A,S,9999
4526,2628,2015-09-25,991.0,Renovación automática,S,366
4527,7924,1999-10-24,832.0,Renovación automática,S,400
4528,1565,1949-04-05,387.0,Anexo 13,S,173
4529,1243,1928-06-12,106.0,Contrato eterno,S,329
4530,8736,1980-09-05,701.0,Renovación automática,N,340
